Thought,Black and White,Overgeneralization,Mental Filtering,Disqualifying the Positive,Mind Reading,Fortune Telling,Catastrophizing,Emotional Reasoning,Should Statements,Labeling,Self-Blame,Blaming Others
I don't like myself right now; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; I find &nbsp; &nbsp; I can sit on my phone for so long; &nbsp; &nbsp; I like you better than yesterday; &nbsp; &nbsp; I'm sorry I didn't meet the best of myself; & nbsp; & nbsp; I wish the next life was gone.,0,0,0,0,0,0,0,0,0,1,0,0
"Well, I actually know what people think of me walking down the street, but I can't stand my parents saying that.",0,0,1,0,0,0,1,0,0,0,0,0
"It's been a long time since I've been here, and it's useless to see how I try to make myself normal, how I try to be stable, how I can't, how I can't, how I can't, how I can't, how I can't, how I can't, what I've seen in my dreams, how I've come, how I'm crying, how I can't stand myself.",0,1,0,0,0,1,0,0,0,1,0,0
"Sometimes I just lock myself in my room, turn off the lights, close the curtains, keep the darkness with me, and I'm all alone in the room crying, and I'm depressed to the point where I don't know why I like it.",0,0,1,0,0,0,0,0,0,0,0,0
I'm meant to be alone for the rest of my life.,0,0,0,0,0,1,0,0,0,0,0,0
I'm not worth it.,0,0,0,0,0,0,0,0,1,0,0,0
"I'm afraid I'm not depressed, there's no reason to cry. I'm weak, but nobody knows, I don't like talking to strangers, nobody knows, they'll say I'm weak.",0,0,0,0,0,0,0,0,0,1,0,0
He's a depressed patient. No one loves or dares to love.,0,0,0,0,0,1,0,0,0,0,0,0
No one else likes me either.,0,0,0,0,0,1,0,0,0,0,0,0
I'm so useless and ugly.,0,0,0,0,0,0,0,0,0,1,0,0
"Maybe a depressed person like me shouldn't be in contact with this particular group. I thought his sun and his confidence would get me out of the dark, but I didn't think he was bringing me more pain. People change.",0,0,0,0,0,0,0,0,1,0,0,0
"I'm so dependent on her, not just on her, but on everyone around me.",0,0,0,0,0,0,1,0,0,0,0,0
"Why should I wake up, not having any emotions when I'm asleep, when I'm happy, when I wake up, and I'm not happy? Why wake up, when I'm dead, I'll never wake up.",0,0,1,0,0,0,0,0,0,0,0,0
I've been trained again today. I'm really tired and I'm falling apart.,0,0,0,0,0,0,1,0,0,0,0,0
"It's like I'm looking at life with a magnifying glass, and all my suffering is magnified, and my little joy is not felt, and even after a little happiness, it's an endless loss...",0,0,0,1,0,0,0,0,0,0,0,0
Nobody cares about me.,0,0,0,0,0,1,0,0,0,0,0,0
"I've already forgotten what a loathsome person looks like, and I've been reading the albums, and I've been in my head, and I'm really sick, and why I met you, and I've met her, and please let me go, and I just want to laugh every day, and I'm healthy and healthy.",0,0,0,0,0,0,0,0,0,1,0,0
I really feel like shit.,0,0,0,0,0,0,0,0,0,1,0,0
I can't stand it. The most disgusting is my family. Maybe it's not family? I don't even want to leave them dead.,0,0,0,0,0,0,0,0,0,1,0,0
"I hate a man, I hate trying to beat her, and it's already been a pain in my life.",0,0,0,0,0,0,0,0,0,1,0,0
I don't think so. I can't be with anyone else.,0,0,0,0,0,0,0,0,1,0,0,0
"Today, it is particularly distressing to see others live an active life. Every day I fall, want to be strong, but I can't feel anything. I can't even read my favorite novels. Once I fail, I now turn my back on myself. I can't stop thinking about my parents. I feel sorry for them. Every day I suffer and suffer.",0,0,1,0,0,0,0,0,0,0,1,0
I don't fit in with the world. I'm like an outsider.,0,0,0,0,0,1,0,0,0,0,0,0
"There's never been any in-house communication between our family, and even if I wanted to say, my mom moved on, so maybe she really doesn't want to talk about it.",0,1,0,0,0,0,0,0,0,0,0,0
How could I be so sad?,0,0,0,0,0,0,0,0,0,1,0,0
"You know, making friends is just flirting. I'm such a bad guy who likes it.",0,0,0,0,0,0,0,0,0,1,0,0
"I'm sorry, I've just arrived in Shanghai, it's hard to find a job, I'm family, I can't find a suitable job, I'm really going to crash, I'm afraid I won't make it.",0,0,1,0,0,0,1,0,0,0,0,0
"I want to tell people that I'm sorry, but they won't understand me. My heartache is my own. I don't know how I feel. I love what I like, but when I put it down, I'm in a bad mood.",0,0,0,0,0,1,0,0,0,0,0,0
The world won't be so sad.,0,0,1,0,0,1,0,0,0,0,0,0
"Alcohol is a temporary relief from anxiety, but it's still there the next day waiting for you, with a hangover reaction.",0,0,0,0,0,1,0,0,0,0,0,0
I'm jealous to see who's dead in the movie news. I don't have to live anymore. It's great. I'll never be in this world again in my next life. I wonder why.,0,0,1,0,0,0,0,0,0,0,0,0
I can't do anything. I can't do anything. I can't do anything.,0,1,0,0,0,1,0,0,0,0,0,0
I'm sick of myself. I'm sick of it. I'm sick of it. I'm sick of it.,0,0,0,0,0,0,0,0,0,0,1,0
I was thinking that my mother thought that my existence was the most important factor in my illness.,0,0,0,0,1,0,0,0,0,0,0,0
"Life is really a gamble, and losing is a tragedy, and winning is a comedy.",1,0,0,0,0,0,0,0,0,0,0,0
"I had dinner with him, the restaurant that we celebrated on the day of our wedding certificate. After a month, the letter was finally written and I could go.",0,0,1,0,0,0,0,0,0,0,0,0
I can't see the future.,0,0,1,0,0,0,0,0,0,0,0,0
They say I'm infatuated; & nbsp; & nbsp; I'm incompetent & nbsp; & nbsp; it sucks,0,0,0,0,0,0,0,0,0,1,0,0
People like me shouldn't be alive.,0,0,0,0,0,0,0,0,1,0,0,0
I don't have what I buy or what I don't have.,0,1,0,0,0,0,0,0,0,0,0,0
"Meals, I think I'm dead, I can't stand it, why I'm wrong. I don't have anything to live with.",0,0,1,0,0,0,1,0,0,0,0,0
"When the rice and the black dog didn't bite me, I thought I was a normal person, and I was delusional, and it was easy to knock me down, bite me and laugh at me. I was having fun playing games with my old friend, and I cried two or three times at night. Covered, I was wondering if I could suffocate to death with a blanket and put on my headphones, and I was wondering if I could kill myself with my headphones, and I stuck my headphones around my neck, and then I cried, and why I cried.",0,0,1,0,0,0,0,0,0,0,0,0
Everything's so bad.,0,0,1,0,0,0,0,0,0,0,0,0
Cold and hungry; & nbsp; & nbsp; &nbsp; &nbsp; &nbsp; #bsp; #bbsp; #bsp; &nbsp; I'm afraid they'll come down and see me asking questions again; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; & nbsp; & nbsp; & & nbsp; & nbsp; & nbsp; & nbsp; & nbsp; & nbsp; & & & nbsp; & & & & & nbsp; I have to think that every day I'm dying.,0,0,1,0,0,0,0,0,0,0,0,0
"Sitting and crying, standing and crying, lying and crying, eating and crying, watching TV and crying, always crying.",0,0,1,0,0,0,0,0,0,0,0,0
"In 2018, I knew I couldn't get him back, and I went to another city to see a lot of scenery, and I thought I could still be happy, but when the night came, I was still crying, crying for hours, and then I ate something wrong, and the food was poisoned to the hospital.",0,0,1,0,0,0,1,0,0,0,0,0
"I want to hide in a place where there's no one else, where you left me when you were the worst, and that's never gonna happen again.",0,0,0,0,0,1,0,0,0,0,0,0
"He's crazy, he's dead, he doesn't hurt. Let's go down there and show our friends the way.",0,0,0,0,0,0,0,0,0,1,0,0
"Take me with you. It's so sad, it's so crashing, it's so hard.",0,0,0,0,0,0,1,0,0,0,0,0
Why are you still alive today?,0,0,1,0,0,0,0,0,0,0,0,0
"I've got a lot of problems I want to talk to you about, but what am I supposed to do?",0,0,0,0,0,0,0,0,0,1,0,0
Life won't get better.,0,0,0,0,0,1,0,0,0,0,0,0
"I'm worried about the bus, and I'm worried about the morning.",0,0,0,0,0,0,1,0,0,0,0,0
"Some people love, some people care, but I'm sorry. I'm sorry.",0,0,0,1,0,0,0,0,0,0,0,0
Feels like a feiwu is okay.,0,0,0,0,0,0,0,0,0,1,0,0
I'm such a coward.,0,0,0,0,0,0,0,0,0,1,0,0
"And there's a comment: I just want to be loved. But, I want to be loved, to be honest, to be honest, to be honest, to be treated like a pastime, when I'm too good to be bullied. But I'm still being bullied. It's no fun, life.",0,0,0,0,1,0,0,0,0,1,0,0
"It's not worth it, you're not worth it.",0,0,1,0,0,1,0,0,0,0,0,0
"I've done nothing or even tried to kill myself, but it didn't work out, hip-hop, my stomach pains are getting worse and my depression is getting worse, but I don't want to treat it, and I'm prepared to face death, but I don't have the courage to look at my life, and maybe it's being laughed at.",0,0,0,0,0,1,0,0,0,1,0,0
"I just can't be more dependent on people. It's useless. Maybe the brother doesn't want to talk to me. Maybe he's just being polite. After all, I'm just a stranger.",0,0,0,0,0,0,0,0,0,1,0,0
"I'm so tired. I promised her I wouldn't have this idea again, but she didn't know what it would be like if she and the other guys were eating hotpots in her room for two hours. I'm so tired. But I'm glad you're happy.",0,0,0,0,0,0,1,0,0,1,0,0
It's a canon. It's never gonna get over it.,0,1,0,0,0,1,0,0,0,0,0,0
"He's having a good time. He's a nice girl. She's a nice girl. He's getting happy. It's great. I really don't miss him at all, but I'm happy to meet a nice girl. I'm still listening to my dark night, and I'm more and more fond of it, and I'm more and more addicted to it. That hidden pain is proof that I'm still alive, isn't it?",0,0,1,0,0,0,0,0,0,0,0,0
"You know, I envy you, and I'd love to leave the world. But I'm afraid that my parents will be left unattended, and I'm afraid that my parents will be sad, and it's too good if Harry Potterley, like Emma Watson, would be able to erase their memories and everything about their children. I really can't live. I really want a car accident or an accident to take me away. My parents have to live a long and healthy life.",0,0,1,0,0,0,0,0,0,0,0,0
"It's bad to know you're not good, but it's bad, but, yeah, every time you say you want to die, the tears come out. I just hope it's a little love, and it's-- it's a little fatty who's not lucky, and it's the world that looks so good. It's the kindest thing you can do. It's a little happiness. I'm not greedy. It's just a little.",0,0,0,0,0,0,0,0,0,1,0,0
"I can't expect anyone to be comforted, not to be a reason to be happy, not to be able to face life, not to talk, not to find out I'm not good, not to care, even though I want to be remembered, to be valued, to be held in my heart, never to have it, so it's more precious.",0,0,0,0,0,1,0,0,0,0,0,0
"It's not selfish to leave the question of life or death to you. I can't take any responsibility. How can you do it for me? I've always hated it. Yes, I am.",0,0,0,0,0,0,0,0,0,1,0,0
"I have no love, no one loves me.",0,0,0,0,0,1,0,0,0,0,0,0
Tomorrow the sun will still rise & nbsp; & nbsp; & nbsp; humble and small is insignificant in front of all & nbsp; & nbsp; & nbsp; not in the right way & nbsp; & nbsp; the wrong me,0,0,0,0,0,0,0,0,0,1,1,0
"It doesn't feel any better to take a year's medication, like tearing up the east wall and fixing the west wall for a period of time, and maybe the disease can't be cured.",0,0,0,0,0,1,0,0,0,0,0,0
"Every second I live in pain and despair to say goodbye to the world, but every day I keep on living, I've tried to talk to you, but I've been mocked.",0,0,1,0,0,0,0,0,0,0,0,0
"Me and my boyfriend let go, I'm a strong and easy-to-be man, and he's, on the contrary, every time I say something, he forgets it, and then I get angry too many times, and I feel like I'm not me, and I don't want to get mad at a puppet.",0,0,0,0,0,0,0,0,0,1,0,0
Why am I always unhappy? I'm sorry you're going to get along with me like this. I'm sorry I lost the one you used to know.,0,0,1,0,0,0,0,0,0,1,1,0
"So many people still remember her, and now Nanjing's got a lot of subways, but it's still crowded, so if you're still alive, you don't like it.",0,0,0,0,0,0,0,0,1,0,0,0
"I'm a piece of shit and a liability. Being alive is tied up and bound. If my parents hadn't brought me to this world, they'd already have a son.",0,0,0,0,0,0,0,0,0,1,0,0
"There's nothing worth living for, but death can't end it all... and I know that everyone's got a lot to do, but I'm a scoundrel who can't move on.",0,0,0,0,0,0,0,0,0,1,0,0
"It's not because I'm afraid of dying, it's because I can't bear to have my family kneeling for so long after I die, and there's always one selfish, one selfless, and they probably don't know how tired and sad I am, and they say I'm just sick, and I don't want to admit it.",1,0,0,0,0,0,0,0,0,1,0,0
"When I pretended to be a liar, people said I was a liar. I was rich, and everyone thought I was a big man. I was cold, and everyone said I was a heartless man. And yet, when I was in pain and I couldn't stop moaning, everyone thought I was sick and moaning.",0,0,0,0,0,0,0,0,0,1,0,0
"I don't know how long I can last, no roads, no eyes at night. Last time, it took almost eight years to improve, and then only two years to get better and fall to the bottom. I'm always told how hard I try, and no one can really see, and when I write these words, I cry, my eyes are swollen, and I can still see them with eyes and covers.",0,0,1,0,0,0,0,0,0,0,0,0
Why is it so selfish and stupid that you're sick of yourself?,0,0,0,0,0,0,0,0,0,1,0,0
Nobody cares if I'm happy. Nobody knows.,0,0,0,0,0,1,0,0,0,0,0,0
Men are big hoofs!,0,0,0,0,0,0,0,0,0,1,0,0
"When I'm in a bad mood, I like to play games. I can give up anything but games. After the game, the whole world is numb, probably lonely.",0,0,1,0,0,0,0,0,0,0,0,0
"In fact, I'm really open, and I'm really dark inside... and I'm always thinking about how to destroy a good relationship... and whether people like me or not, and whether I'm a bad person behind my back, or if everyone's pretending to be friends with me... and I'm really upset that I don't know what I'm thinking.",0,0,0,0,0,1,0,0,0,0,0,0
Life has no meaning.,0,0,0,0,0,1,0,0,0,0,0,0
"Just protect me, okay?",0,0,0,0,0,1,0,0,0,0,0,0
Living with pain will cost you dearly to find the meaning of living.,0,0,0,0,0,1,0,0,0,0,0,0
"I don't know why I'm alive, so I want to die.",1,0,0,0,0,0,0,0,0,1,0,0
"Mom and Dad didn't even take me to the hospital for six months, didn't get better, their arms were full of scars, and I wasn't ready to live last night, but I overestimated myself, and I cried, and I couldn't pretend that nothing had happened, and I survived, even crying and shaking, and I was really afraid people would whisper about me behind my back.",0,0,0,0,0,1,0,0,0,0,0,0
I won't.,0,0,0,0,0,0,0,0,0,1,0,0
"I heard the venom in my heart, and it's not all your fault!",0,0,0,0,0,0,0,0,0,0,1,0
"Mee, my parents don't want me anymore. What am I supposed to do? I don't have a way back.",0,0,1,0,0,0,0,0,0,0,0,0
I don't deserve to be with anyone like this.,0,0,0,0,0,0,0,0,1,0,0,0
"If I'm gone, isn't everything gonna be all right?",0,0,0,0,0,1,0,0,0,0,0,0
"I sometimes knew that I violated the boundaries of our family, but at that moment, I couldn't control it. My heart, filled with dark thoughts, rage, and they were so happy that I felt an enraged insult to me, filled with 100,000 in my heart.",0,0,1,0,0,0,0,0,0,0,0,0
"It can't be a curse. Believe it, you're a cabbage. He's a pig.",0,0,0,0,0,0,0,0,0,1,0,0
"Come and see you, but you're always hurting yourself, hurting him who loves me, living every day with your own guilt and contradictions, and I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry.",0,0,0,0,0,0,0,0,0,0,1,0
"I envy people taking pictures of themselves in the circle of friends, and I feel sick when I look at myself.",0,0,0,0,0,0,0,0,0,1,0,0
"You know, it's kind of a deeper topic to talk to, but my friend doesn't want to talk about it because I can easily talk about losing negative energy and then affect her, so I can't, I can't, I can't, I can't, I can't, I can't talk, I can't, I can't, I can't, I can't, I can't, I can't, I can't, I can't, I can't, I can't, I can't, I can't, I don't understand my own people and it's hard to be friends.",0,0,0,0,0,1,0,0,0,0,0,0
Nobody likes me.,0,0,0,0,0,1,0,0,0,0,0,0
"It's 3:30 a.m. again, and I feel like I'm crazy, and I'm having nightmares, and I'm in an endless cycle, and I remember that feeling, and I'm really sick, and I'm sick, and I'm sick, and I'm sick, and I'm sick, and I'm sick, and I'm sad, and I'm sad, and the sad, and I'm drowning, and I'm gonna come to you one day, and I don't know if you'll see me laughing at all the things I've left under your microblog, and maybe I can't see you at all.",0,0,1,0,0,0,0,0,0,1,1,0
It's nice to be around. Why do I always want to cry?,0,0,0,1,0,0,0,0,0,0,0,0
I'm really useless.,0,0,0,0,0,0,0,0,0,1,0,0
"A lot of hard nights, tonight being the best, forgive my cowardice tonight, and I want to cry for help.",0,0,0,0,0,0,0,0,0,1,0,0
It's all my fault.,0,0,0,0,0,0,0,0,0,0,1,0
"I don't know what it means to be alive, that friends left Shanghai, that friends saw her and I started to get excited, but I didn't feel anything in the next few hours except emptiness and fear of tomorrow. I haven't seen her. She's a gentle and sincere person, but I don't think I'm gonna make it. It's the big sun out there, but I want to jump from upstairs.",0,0,1,0,0,0,0,0,0,0,0,0
"I'm in a state of disillusionment, emotion, family, economy, my own body, mind, and I'm at my limit, so tell me how I'm going to die without pain.",0,0,1,0,0,0,0,0,0,1,0,0
"It's easy to finish, but it's hard to end.",0,1,0,0,0,0,0,0,0,0,0,0
"I envy people doing what they like, trying to learn to dance, but I can't afford to buy what I like, but I like people who don't like to eat cheese and cake, but my mom doesn't like it, who goes to a good school because it's expensive and nobody wants to hear my story, and I don't feel sad because I'm told to do it, because I can't cry, because I have to be strong in front of my parents and finish this fucking life...",0,0,1,0,0,0,0,0,0,0,0,0
"""The earth isn't worth it, but you're worth it... forget it. You're not worth it.""",0,0,1,0,0,1,0,0,0,0,0,0
"It's so painful. Every minute, every second.",0,0,0,0,0,0,1,0,0,0,0,0
"You've done something wrong today, you're such a big man, you can't do anything. You really don't know what you're doing.",0,0,0,0,0,0,1,0,0,0,0,0
"Is it necessary to live to be happy? If you're not happy to be alive, it won't be necessary.",1,0,0,0,0,0,0,0,0,0,0,0
"It's like I can't swim when I fall into the sea, and sometimes I'm choked on water, and it's just endless darkness.",0,0,1,0,0,0,0,0,0,0,0,0
It's the same thing every day.,0,1,0,0,0,0,0,0,0,0,0,0
I'm an alien. They can't afford an alien.,0,0,0,0,0,0,0,0,0,1,0,0
"You're wrong, because the whole world says you're wrong, and you're right, you're right, you don't have an absolute feeling, you never know what you're going to do to someone else, and you never know how awful you are.",0,0,0,0,0,0,0,0,0,0,1,0
"Anyway, I can see what you can't see, and I can feel what you can't feel.",0,0,0,0,0,0,0,0,0,1,0,0
"I'm about to get to Qingming, and I'm probably drunk, and I feel like I've got a lot to say, but I'm afraid I'm going to be wrong, and I've been afraid to be heard by the leadership since before, but I'm still mad, because there's something that's always there, and I really want to go back to school, and I really don't want to deal with people, I really want to be simple, I really want everything to be all right.",0,0,0,0,0,0,0,0,0,1,0,0
"So I'm free now, right? What is the reason for being alive? I don't understand? Is it to experience a lot of pain? But there's too much pain, and everything good has lost its mind. Let's go. The world really has nothing to look forward to.",0,0,0,1,0,0,0,0,0,0,0,0
"Sometimes I want to be alone, and no one cares about me, so I can be alone, living alone, living my entire life, and now I'm not, and I care because I seem to be my parents, because they care about me, because I'm gone, and they feel sorry for them, but I'm not saved. I'm a hypocrite, and I'm here to show the other side of my heart.",0,1,1,0,0,1,0,0,0,0,0,0
What's the use of crying? I'd still have to face this damn world if I could die silently.,0,0,1,0,0,0,0,0,0,0,0,0
"It's only here for people like me. There's no one like me in reality. It's weird that one doesn't have a family or friends, but I don't. Maybe I'm the one who made all the mistakes.",0,0,0,0,0,0,0,0,0,0,1,0
I don't think I'll ever get rid of my knot.,0,0,0,0,0,1,0,0,0,0,0,0
I'm so useless.,0,0,0,0,0,0,0,0,0,1,0,0
Every minute is painful.,0,1,1,0,0,1,0,0,0,0,0,0
I really don't know what it means to live forever.,0,0,1,0,0,0,0,0,0,0,0,0
I really just don't want to be understood.,0,0,0,0,0,1,0,0,0,0,0,0
"Thirty-one, five years of business, nothing. My wife doesn't understand me. I want to go. It's too painful to live.",1,1,1,0,0,0,0,0,0,0,0,0
"Actually, my pride is due to my roommate, Good.",0,0,0,0,0,0,0,0,0,0,0,1
"Smile, if you're depressed, don't tell anyone around you because they'll tell you in a pattern.",0,1,0,0,0,1,0,0,0,0,0,0
"It's raining a lot today, and my cellmates are watching me walk in the rain, and there's no umbrella to invite me, and I'm gonna have to run away.",0,0,0,0,0,1,0,0,0,0,0,0
"Sometimes I feel bad about myself. My mom says I don't have any negative energy in the sun, but I don't want to do that.",0,0,0,0,0,0,0,0,0,1,0,0
"How are you doing over there? I've been feeling a little bit bad lately. I don't want to do anything, I'm crying, I'm losing my memory, even my six-year-old son. I'm going to see the hospital, I'm afraid I'm actually doing it, it's really sad, it's really hard.",0,0,1,0,0,0,0,0,0,0,0,0
"I want to die, what do I do? It's hard for me. My life is full of darkness and I can't see light. I'm sorry to be born. I don't want to be human in the next life.",0,0,1,0,0,0,0,0,0,0,0,0
I don't deserve to be loved.,0,0,0,0,0,1,0,0,0,0,0,0
"I think I'm tired. Actually, I kind of wish someone could understand me and know that I'm with me. But I just can't.",0,0,0,0,0,1,0,0,0,0,0,0
"Everyone is selfish, even parents. Well, it's all self-made. If it's over, it's over. You deserve it.",0,0,0,0,0,0,0,0,1,1,0,0
"I've just been diagnosed with moderate depression, I don't want to take my medication, I'm afraid of the side effects. When the family finds out, it says I'm nothing but a disease that I'm thinking of, and I can't wait to die.",0,0,0,0,0,0,1,0,0,0,0,0
"The peculiar thing about depression is that good things get bad, bad things get bad, color blind in the mental world, black and white, only worse.",0,0,1,0,0,0,1,0,0,0,0,0
"If you die, it's better to die; & nbsp; & nbsp; & nbsp; as if the air were thin; & nbsp; and faced with unbearable loneliness and fear every moment.",0,0,1,0,0,0,0,0,0,0,0,0
"If I can't help you, give up on me.",1,0,0,0,0,0,0,0,0,0,0,0
My happiness won't last long.,0,0,0,0,0,1,0,0,0,0,0,0
Why have so many things been going on and on and on and on and on and on and on and on and on and on and on and on and on and on and on and on and on and on and on and on and on and on and on and on and on and on and on?,0,0,0,0,0,1,0,0,0,0,0,0
"It's long overdue, isn't it? Why should I be ashamed of myself? People like me have no choice but to die.",0,0,0,0,0,0,0,0,1,0,0,0
"I don't think there's anything special about it. I want a warm, clean family, but I can't bring myself in. My pathological mind can't have a healthy family.",0,0,0,0,0,1,0,0,0,0,0,0
"I met a gentle boy who sang to me, taught me how to learn English, comforted me to live and spend the night chatting with me and said that I was only cute in his eyes. I really thank him, I don't give a shit about everything. But I still don't want to live, and I've ruined all my family, and I don't want to hurt him anymore.",0,0,0,1,0,0,0,0,0,0,0,0
"I'm not really happy to go out with my roommate tomorrow, and I don't even want to go. But I know I can't always be so selfish, and I can't always give people my strange emotions, and I can't control them, but don't let the people around me get affected.",0,0,0,0,0,0,0,0,0,1,1,0
"I suddenly wanted someone to fall in love, men and women could do the same thing, and I wanted to know whether two depressions were together, saving each other or going to the end, and I found that both ends were the same, but no one in the world could save me anymore.",0,0,0,0,0,1,0,0,0,0,0,0
Here I come again. I want to die. I can't. I'm so sorry.,0,0,1,0,0,0,0,0,0,0,1,0
No one can see it.,0,0,0,0,0,1,0,0,0,0,0,0
Me too. Lost the last straw. It's hard to breathe.,0,0,0,0,0,0,1,0,0,0,0,0
"I'm sick of everything in the world, and I'm sick of myself.",0,0,0,0,0,0,0,0,0,0,1,0
"Every time I'm happy, I feel like I'm not myself, like I'm sad. I want to talk, like I used to be.",0,0,1,0,0,1,0,0,0,0,0,0
I'm a chicken and I'm a brother.,0,0,0,0,0,0,0,0,0,1,0,0
"I'm so tired, I want to sleep, and I'm so lonely, and I want to be happy.",0,0,1,0,0,0,0,0,0,0,0,0
I'm disgusting.,0,0,0,0,0,0,0,0,0,1,0,0
"Go see Grandpa and Dad tomorrow. Seriously, I don't have the face to see them. I've messed everything up. I didn't take care of Grandma and Mom, I didn't take care of myself.",0,0,0,0,0,0,0,0,0,0,1,0
"No, it wasn't a good day. I think you should die in a warm bed with a happy smile.",0,0,0,0,0,0,0,0,1,0,0,0
I'm in a bad mood again. I'm not a bad person.,0,0,0,0,0,0,0,1,0,1,0,0
No one saved me.,0,0,0,0,0,1,0,0,0,0,0,0
"Hey, I've come to see you, and I've been really tired yesterday, and I've been trying, and I've been testing, and I've been trying to get a little fat, and I've been home, and I'm tired and I don't have a lot of energy. My tears don't know why I can't stop, and I think I'm going to last. I'm afraid I can't help it, and I have my parents, and I'm not in time. I don't know why I'm human, I'm thinking, it's painful.",0,0,1,0,0,0,0,0,0,0,0,0
"I'm afraid I'm not going to be able to heal for the rest of my life. The most difficult times are the worst words of blood relations. &nbsp; &nbsp; &nbsp; & thanks to the fact that I don't have to come back to live in the face of the dead &nbsp; & nbsp; or I'm going to find a place where I don't want to live, or I'm going to lie down and shed my tears. & nbsp; & nbsp; I can't sleep without ever waking up.",0,0,0,0,0,1,0,0,0,1,0,0
"I've been lying to myself for years, feeling that they still love me, but now I realize that this lie is going on.",0,0,0,0,0,0,0,0,1,0,0,0
It's hard to take care of yourself. I really shouldn't have liked someone else.,0,0,0,0,0,0,0,0,1,0,0,0
"I've picked up the pace to find you again. It's true that no one can live without a life, but what's the point of being emptied? I gave up. This time I didn't make him feel guilty, I made him swear. I gave up. I gave up.",0,0,1,0,0,0,1,0,0,0,0,0
Maybe it's not worth it.,0,0,0,0,0,1,0,0,0,0,0,0
Humans really stink.,0,0,0,0,0,0,0,0,0,1,0,0
"I was on a diet in 2017 because of a boy's low self-esteem, and when I wasn't depressed, I felt that depression could attract attention, so I pretended to be someone who could think of making it happen. First, psycho anorexia, then bulimia, and then Prozac was the basic drug, but then I thought I was normal, and once I got in there, no one could save you when I was 16 years old.",0,0,0,0,0,1,0,0,0,0,0,0
I wish I'd died like this. It's another disgusting day. I really can't go on.,0,0,0,0,0,0,0,0,0,1,0,0
"I'm sick and tired of having to go to the bathroom and cry every day from class to school, and I don't remember anything but taking pills all day, and I can't sleep for days.",0,0,1,0,0,0,0,0,0,0,0,0
"I couldn't sleep last night, and I couldn't eat today, and I'm trying to keep everyone away from my plans, and I'm going to make them think I'm okay.",0,0,0,0,0,1,0,0,0,1,0,0
